,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Subtotal,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
829,276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71,3,206.13,10.3065,91.056,03/04/2019,10:05,Cash,206.13,4.761904762,10.3065,8.7
830,109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.08,7,420.56,21.028,90.867,2/14/2019,11:36,Credit card,420.56,4.761904762,21.028,4.5
831,569-76-2760,A,Yangon,Member,Female,Sports and travel,22.01,4,88.04,4.402,90.825,1/29/2019,18:15,Credit card,88.04,4.761904762,4.402,6.6
832,222-42-0244,B,Mandalay,Member,Female,Health and beauty,72.11,9,648.99,32.4495,90.699,1/28/2019,13:53,Credit card,648.99,4.761904762,32.4495,7.7
833,760-53-9233,A,Yangon,Member,Male,Fashion accessories,41.28,3,123.84,6.192,90.5835,3/26/2019,18:37,Credit card,123.84,4.761904762,6.192,8.5
834,538-22-0304,C,NAYPYITAW,Normal,Male,Electronic accessories,64.95,10,649.5,32.475,90.3,3/24/2019,18:27,Cash,649.5,4.761904762,32.475,5.2
835,416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.22,10,742.2,37.11,89.0715,01/01/2019,14:42,Credit card,742.2,4.761904762,37.11,4.3
836,237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.56,8,84.48,4.224,88.704,1/24/2019,17:43,Cash,84.48,4.761904762,4.224,7.6
837,636-17-0325,B,Mandalay,Normal,Male,Health and beauty,62.57,4,250.28,12.514,88.368,2/25/2019,18:37,Cash,250.28,4.761904762,12.514,9.5
838,343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85,8,94.8,4.74,87.234,01/09/2019,16:34,Cash,94.8,4.761904762,4.74,4.1
839,528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1,91.3,4.565,87.234,2/14/2019,14:42,Ewallet,91.3,4.761904762,4.565,9.2
840,427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,285.11,14.2555,86.625,03/12/2019,11:01,Ewallet,285.11,4.761904762,14.2555,5.4
841,807-34-3742,A,Yangon,Normal,Male,Fashion accessories,52.38,1,52.38,2.619,86.247,3/26/2019,19:44,Cash,52.38,4.761904762,2.619,5.8
842,288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.54,5,192.7,9.635,85.743,01/09/2019,13:34,Ewallet,192.7,4.761904762,9.635,5.6
843,670-71-7306,B,Mandalay,Normal,Male,Sports and travel,44.63,6,267.78,13.389,85.5855,01/02/2019,20:08,Credit card,267.78,4.761904762,13.389,5.1
844,660-29-7083,C,NAYPYITAW,Normal,Male,Electronic accessories,55.87,10,558.7,27.935,85.512,1/15/2019,15:01,Cash,558.7,4.761904762,27.935,5.8
845,271-77-8740,C,NAYPYITAW,Member,Female,Sports and travel,29.22,6,175.32,8.766,85.302,01/01/2019,11:40,Ewallet,175.32,4.761904762,8.766,5
846,497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,3,155.82,7.791,85.113,2/15/2019,15:21,Cash,155.82,4.761904762,7.791,7.9
847,291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.3,1,60.3,3.015,84.9765,2/28/2019,17:38,Cash,60.3,4.761904762,3.015,6
848,860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47,2,78.94,3.947,84.756,03/02/2019,16:16,Credit card,78.94,4.761904762,3.947,5
849,549-23-9016,C,NAYPYITAW,Member,Female,Food and beverages,14.87,2,29.74,1.487,84.7455,2/13/2019,18:15,Credit card,29.74,4.761904762,1.487,8.9
850,896-34-0956,A,Yangon,Normal,Male,Fashion accessories,21.32,1,21.32,1.066,84.63,1/26/2019,12:43,Cash,21.32,4.761904762,1.066,5.9
851,804-38-3935,A,Yangon,Member,Male,Electronic accessories,93.78,3,281.34,14.067,83.727,1/30/2019,11:32,Credit card,281.34,4.761904762,14.067,5.9
852,585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.26,1,73.26,3.663,83.412,1/27/2019,18:08,Ewallet,73.26,4.761904762,3.663,9.7
853,862-29-5914,C,NAYPYITAW,Normal,Female,Sports and travel,22.38,1,22.38,1.119,82.887,1/30/2019,17:08,Credit card,22.38,4.761904762,1.119,8.6
854,845-94-6841,C,NAYPYITAW,Member,Female,Food and beverages,72.88,9,655.92,32.796,82.719,01/08/2019,19:38,Cash,655.92,4.761904762,32.796,-1
855,125-45-2293,A,Yangon,Normal,Female,Fashion accessories,99.1,6,594.6,29.73,81.396,1/19/2019,13:11,Cash,594.6,4.761904762,29.73,4.2
856,843-73-4724,A,Yangon,Normal,Male,Fashion accessories,74.1,1,74.1,3.705,80.955,1/25/2019,11:05,Cash,74.1,4.761904762,3.705,9.2
857,409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2,196.96,9.848,80.661,2/19/2019,10:12,Ewallet,196.96,4.761904762,9.848,9.2
858,658-66-3967,C,NAYPYITAW,Normal,Male,Health and beauty,53.19,7,372.33,18.6165,80.367,1/14/2019,15:42,Ewallet,372.33,4.761904762,18.6165,5
859,866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,52.79,10,527.9,26.395,80.22,2/25/2019,11:58,Ewallet,527.9,4.761904762,26.395,10
860,160-22-2687,A,Yangon,Member,Female,Health and beauty,95.95,5,479.75,23.9875,79.674,1/23/2019,14:21,Ewallet,479.75,4.761904762,23.9875,8.8
861,895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.51,9,328.59,16.4295,79.611,2/16/2019,10:52,Cash,328.59,4.761904762,16.4295,4.2
862,770-42-8960,B,Mandalay,Normal,Male,Food and beverages,21.12,8,168.96,8.448,79.149,01/01/2019,19:31,Cash,168.96,4.761904762,8.448,6.3
863,748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31,4,113.24,5.662,78.7185,03/07/2019,18:35,Cash,113.24,4.761904762,5.662,8.2
864,234-36-2483,B,Mandalay,Normal,Male,Health and beauty,57.59,6,345.54,17.277,78.603,2/15/2019,13:51,Cash,345.54,4.761904762,17.277,5.1
865,316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9,428.67,21.4335,78.435,1/23/2019,12:35,Cash,428.67,4.761904762,21.4335,5
866,848-95-6252,C,NAYPYITAW,Member,Female,Home and lifestyle,86.27,1,86.27,4.3135,78.0045,2/20/2019,13:24,Ewallet,86.27,4.761904762,4.3135,7
867,840-76-5966,A,Yangon,Member,Male,Sports and travel,12.76,2,25.52,1.276,77.931,01/08/2019,18:06,Ewallet,25.52,4.761904762,1.276,7.8
868,152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,101.52,5.076,77.805,3/17/2019,11:55,Credit card,101.52,4.761904762,5.076,4.3
869,533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,357.49,17.8745,77.7735,01/12/2019,11:42,Cash,357.49,4.761904762,17.8745,7
870,124-31-1458,A,Yangon,Member,Female,Electronic accessories,79.59,3,238.77,11.9385,77.6685,01/08/2019,14:30,Cash,238.77,4.761904762,11.9385,6.6
871,176-78-1170,C,NAYPYITAW,Member,Male,Health and beauty,33.81,3,101.43,5.0715,77.658,1/26/2019,15:11,Ewallet,101.43,4.761904762,5.0715,7.3
872,361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.53,8,724.24,36.212,77.175,3/15/2019,14:48,Credit card,724.24,4.761904762,36.212,6.5
873,101-81-4070,C,NAYPYITAW,Member,Female,Health and beauty,62.82,2,125.64,6.282,76.923,1/17/2019,12:36,Ewallet,125.64,4.761904762,6.282,4.9
874,631-34-1880,C,NAYPYITAW,Member,Male,Food and beverages,24.31,3,72.93,3.6465,76.755,01/08/2019,19:09,Credit card,72.93,4.761904762,3.6465,4.3
875,852-82-2749,A,Yangon,Normal,Male,Sports and travel,64.59,4,258.36,12.918,76.5765,01/06/2019,13:35,Ewallet,258.36,4.761904762,12.918,9.3
876,873-14-6353,A,Yangon,Member,Male,Food and beverages,24.82,7,173.74,8.687,76.356,2/16/2019,10:33,Credit card,173.74,4.761904762,8.687,7.1
877,584-66-4073,C,NAYPYITAW,Normal,Male,Fashion accessories,56.5,1,56.5,2.825,76.146,3/13/2019,15:45,Ewallet,56.5,4.761904762,2.825,9.6
878,544-55-9589,B,Mandalay,Member,Female,Electronic accessories,21.43,10,214.3,10.715,75.936,1/28/2019,11:51,Cash,214.3,4.761904762,10.715,6.2
879,166-19-2553,A,Yangon,Member,Male,Sports and travel,89.06,6,534.36,26.718,75.7785,1/18/2019,17:26,Cash,534.36,4.761904762,26.718,9.9
880,737-88-5876,A,Yangon,Member,Male,Home and lifestyle,23.29,4,93.16,4.658,75.5475,3/19/2019,11:52,Credit card,93.16,4.761904762,4.658,5.9
881,154-87-7367,C,NAYPYITAW,Normal,Male,Home and lifestyle,65.26,8,522.08,26.104,75.474,3/15/2019,14:04,Ewallet,522.08,4.761904762,26.104,6.3
882,885-56-0389,C,NAYPYITAW,Member,Male,Fashion accessories,52.35,1,52.35,2.6175,75.054,02/12/2019,17:49,Cash,52.35,4.761904762,2.6175,4
883,608-05-3804,B,Mandalay,Member,Male,Electronic accessories,39.75,1,39.75,1.9875,74.76,2/25/2019,20:19,Cash,39.75,4.761904762,1.9875,6.1
884,448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02,8,720.16,36.008,74.7075,3/21/2019,16:08,Credit card,720.16,4.761904762,36.008,4.5
885,761-49-0439,B,Mandalay,Member,Female,Electronic accessories,12.1,8,96.8,4.84,74.4555,1/19/2019,10:17,Ewallet,96.8,4.761904762,4.84,8.6
886,490-95-0021,B,Mandalay,Member,Female,Food and beverages,33.21,10,332.1,16.605,74.088,01/08/2019,14:25,Ewallet,332.1,4.761904762,16.605,6
887,115-38-7388,C,NAYPYITAW,Member,Female,Fashion accessories,10.18,8,81.44,4.072,72.933,3/30/2019,12:51,Credit card,81.44,4.761904762,4.072,9.5
888,311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99,10,319.9,15.995,72.87,2/20/2019,15:18,Credit card,319.9,4.761904762,15.995,9.9
889,291-55-6563,A,Yangon,Member,Female,Home and lifestyle,34.42,6,206.52,10.326,72.429,3/30/2019,12:45,Ewallet,206.52,4.761904762,10.326,7.5
890,548-48-3156,A,Yangon,Member,Female,Food and beverages,83.34,2,166.68,8.334,72.3975,3/19/2019,13:37,Cash,166.68,4.761904762,8.334,7.6
891,460-93-5834,A,Yangon,Normal,Male,Sports and travel,45.58,7,319.06,15.953,72.009,1/13/2019,10:03,Cash,319.06,4.761904762,15.953,5
892,325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9,1,87.9,4.395,71.568,02/05/2019,19:42,Ewallet,87.9,4.761904762,4.395,6.7
893,884-80-6021,A,Yangon,Member,Female,Electronic accessories,73.47,10,734.7,36.735,71.526,3/23/2019,13:14,Ewallet,734.7,4.761904762,36.735,9.5
894,137-74-8729,C,NAYPYITAW,Normal,Female,Fashion accessories,12.19,8,97.52,4.876,71.1585,3/13/2019,12:47,Ewallet,97.52,4.761904762,4.876,6.8
895,880-46-5796,A,Yangon,Member,Male,Sports and travel,76.92,10,769.2,38.46,70.287,3/17/2019,19:53,Ewallet,769.2,4.761904762,38.46,5.6
896,389-70-2397,C,NAYPYITAW,Normal,Female,Health and beauty,83.66,5,418.3,20.915,69.993,2/21/2019,10:26,Cash,418.3,4.761904762,20.915,7.2
897,114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.91,8,463.28,23.164,69.72,02/07/2019,15:06,Cash,463.28,4.761904762,23.164,8.1
898,607-76-6216,C,NAYPYITAW,Member,Female,Fashion accessories,92.49,5,462.45,23.1225,69.6675,03/02/2019,16:35,Credit card,462.45,4.761904762,23.1225,8.6
899,715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,28.38,5,141.9,7.095,69.405,03/06/2019,20:57,Cash,141.9,4.761904762,7.095,9.4
900,811-35-1094,B,Mandalay,Member,Male,Electronic accessories,50.45,6,302.7,15.135,69.111,02/06/2019,15:16,Credit card,302.7,4.761904762,15.135,8.9
901,699-88-1972,B,Mandalay,Normal,Male,Health and beauty,99.16,8,793.28,39.664,69.09,1/28/2019,17:47,Credit card,793.28,4.761904762,39.664,4.2
902,781-84-8059,C,NAYPYITAW,Normal,Male,Fashion accessories,60.74,7,425.18,21.259,68.985,1/18/2019,16:23,Ewallet,425.18,4.761904762,21.259,5
903,409-49-6995,C,NAYPYITAW,Member,Female,Food and beverages,47.27,6,283.62,14.181,68.2395,02/05/2019,10:17,Cash,283.62,4.761904762,14.181,8.8
904,725-54-0677,C,NAYPYITAW,Member,Male,Health and beauty,85.6,7,599.2,29.96,66.8745,03/02/2019,13:50,Cash,599.2,4.761904762,29.96,5.3
905,146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04,9,315.36,15.768,66.402,02/09/2019,19:17,Ewallet,315.36,4.761904762,15.768,4.6
906,377-79-7592,C,NAYPYITAW,Member,Female,Electronic accessories,44.84,9,403.56,20.178,65.7405,1/14/2019,14:00,Credit card,403.56,4.761904762,20.178,7.5
907,509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,183.88,9.194,65.604,02/09/2019,12:02,Ewallet,183.88,4.761904762,9.194,5.1
908,595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73,5,138.65,6.9325,63.9975,3/26/2019,20:21,Credit card,138.65,4.761904762,6.9325,4.2
909,865-41-9075,A,Yangon,Normal,Male,Food and beverages,11.53,7,80.71,4.0355,63.9135,1/28/2019,17:35,Cash,80.71,4.761904762,4.0355,8.1
910,545-07-8534,C,NAYPYITAW,Normal,Female,Health and beauty,58.32,2,116.64,5.832,63.315,2/14/2019,12:42,Ewallet,116.64,4.761904762,5.832,6
911,118-62-1812,C,NAYPYITAW,Member,Female,Home and lifestyle,78.38,4,313.52,15.676,63.2625,3/24/2019,17:56,Cash,313.52,4.761904762,15.676,7.9
912,450-42-3339,C,NAYPYITAW,Normal,Male,Health and beauty,84.61,10,846.1,42.305,62.0025,02/09/2019,18:58,Credit card,846.1,4.761904762,42.305,8.8
913,851-98-3555,B,Mandalay,Normal,Female,Health and beauty,82.88,5,414.4,20.72,60.816,3/24/2019,14:08,Credit card,414.4,4.761904762,20.72,6.6
914,186-71-5196,A,Yangon,Member,Female,Food and beverages,79.54,2,159.08,7.954,59.325,3/27/2019,16:30,Ewallet,159.08,4.761904762,7.954,6.2
915,624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,490.1,24.505,58.2225,1/27/2019,10:44,Credit card,490.1,4.761904762,24.505,4.2
916,313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.15,3,87.45,4.3725,57.876,3/27/2019,20:29,Credit card,87.45,4.761904762,4.3725,7.3
917,151-27-8496,C,NAYPYITAW,Normal,Female,Electronic accessories,56.13,4,224.52,11.226,57.6975,1/19/2019,11:43,Ewallet,224.52,4.761904762,11.226,8.6
918,453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,744.96,37.248,57.1725,02/07/2019,10:09,Cash,744.96,4.761904762,37.248,6.8
919,522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.34,8,410.72,20.536,57.078,1/31/2019,10:00,Ewallet,410.72,4.761904762,20.536,7.6
920,459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6,3,298.8,14.94,56.952,2/25/2019,18:45,Cash,298.8,4.761904762,14.94,5.8
921,717-96-4189,C,NAYPYITAW,Normal,Female,Electronic accessories,35.49,6,212.94,10.647,56.469,02/02/2019,12:40,Cash,212.94,4.761904762,10.647,4.1
922,722-13-2115,C,NAYPYITAW,Member,Male,Sports and travel,42.85,1,42.85,2.1425,56.406,3/14/2019,15:36,Credit card,42.85,4.761904762,2.1425,9.3
923,749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.67,4,378.68,18.934,56.1225,03/11/2019,12:04,Cash,378.68,4.761904762,18.934,6.8
924,777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,206.91,10.3455,55.881,2/22/2019,11:26,Ewallet,206.91,4.761904762,10.3455,8.7
925,636-98-3364,B,Mandalay,Member,Female,Electronic accessories,26.26,3,78.78,3.939,55.2825,03/02/2019,12:36,Ewallet,78.78,4.761904762,3.939,6.3
926,246-55-6923,C,NAYPYITAW,Member,Female,Home and lifestyle,35.79,9,322.11,16.1055,55.041,03/10/2019,15:06,Credit card,322.11,4.761904762,16.1055,5.1
927,181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,98.22,4.911,54.999,02/08/2019,10:58,Cash,98.22,4.761904762,4.911,7
928,838-02-1821,C,NAYPYITAW,Member,Female,Home and lifestyle,12.73,2,25.46,1.273,54.9675,2/22/2019,12:10,Credit card,25.46,4.761904762,1.273,5.2
929,887-42-0517,C,NAYPYITAW,Normal,Female,Sports and travel,83.14,7,581.98,29.099,54.0435,01/10/2019,10:31,Credit card,581.98,4.761904762,29.099,6.6
930,457-12-0244,C,NAYPYITAW,Member,Female,Sports and travel,35.22,6,211.32,10.566,53.928,3/14/2019,13:49,Ewallet,211.32,4.761904762,10.566,6.5
931,226-34-0034,B,Mandalay,Normal,Female,Electronic accessories,13.78,4,55.12,2.756,53.34,01/10/2019,11:10,Ewallet,55.12,4.761904762,2.756,9
932,321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31,1,88.31,4.4155,53.151,2/15/2019,17:38,Credit card,88.31,4.761904762,4.4155,5.2
933,397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9,356.58,17.829,51.1455,1/13/2019,17:54,Credit card,356.58,4.761904762,17.829,6.8
934,431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25,9,794.25,39.7125,51.0405,2/15/2019,20:51,Credit card,794.25,4.761904762,39.7125,7.6
935,825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.31,2,50.62,2.531,50,03/02/2019,19:26,Ewallet,50.62,4.761904762,2.531,7.2
936,641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle,99.92,6,599.52,29.976,49.812,3/24/2019,13:33,Ewallet,599.52,4.761904762,29.976,7.1
937,756-93-1854,C,NAYPYITAW,Member,Female,Fashion accessories,83.35,2,166.7,8.335,49.77,02/02/2019,14:05,Credit card,166.7,4.761904762,8.335,9.5
938,243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44,10,744.4,37.22,49.4235,2/27/2019,11:40,Ewallet,744.4,4.761904762,37.22,5.1
939,458-10-8612,C,NAYPYITAW,Normal,Male,Health and beauty,64.08,7,448.56,22.428,49.308,1/20/2019,12:27,Ewallet,448.56,4.761904762,22.428,7.6
940,501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,378.9,18.945,48.7305,01/03/2019,20:24,Ewallet,378.9,4.761904762,18.945,9.8
941,235-06-8510,C,NAYPYITAW,Member,Male,Home and lifestyle,85.72,3,257.16,12.858,48.51,1/24/2019,20:59,Ewallet,257.16,4.761904762,12.858,5.1
942,433-08-7822,C,NAYPYITAW,Normal,Female,Health and beauty,78.89,7,552.23,27.6115,47.859,01/05/2019,19:48,Ewallet,552.23,4.761904762,27.6115,7.5
943,361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48,5,447.4,22.37,46.683,3/30/2019,10:18,Cash,447.4,4.761904762,22.37,7.4
944,131-70-8179,A,Yangon,Member,Female,Health and beauty,92.09,3,276.27,13.8135,45.927,2/17/2019,16:27,Cash,276.27,4.761904762,13.8135,4.2
945,500-02-2261,C,NAYPYITAW,Normal,Female,Food and beverages,57.29,6,343.74,17.187,45.108,3/21/2019,17:04,Ewallet,343.74,4.761904762,17.187,5.9
946,720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.52,4,266.08,13.304,44.9925,03/02/2019,18:14,Ewallet,266.08,4.761904762,13.304,6.9
947,702-83-5291,C,NAYPYITAW,Member,Male,Fashion accessories,99.82,9,898.38,44.919,44.5935,3/27/2019,10:43,Cash,898.38,4.761904762,44.919,6.6
948,809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.68,10,456.8,22.84,44.352,1/19/2019,19:30,Ewallet,456.8,4.761904762,22.84,5.7
949,449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,5,253.95,12.6975,43.869,2/19/2019,14:53,Credit card,253.95,4.761904762,12.6975,5.3
950,333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08,7,70.56,3.528,42.3675,3/28/2019,20:14,Cash,70.56,4.761904762,3.528,4.2
951,489-82-1237,A,Yangon,Normal,Female,Electronic accessories,93.88,7,657.16,32.858,41.7375,01/05/2019,11:51,Credit card,657.16,4.761904762,32.858,7.3
952,859-97-6048,C,NAYPYITAW,Member,Male,Electronic accessories,84.25,2,168.5,8.425,41.454,3/26/2019,14:13,Credit card,168.5,4.761904762,8.425,5.3
953,676-10-2200,B,Mandalay,Member,Male,Fashion accessories,53.78,1,53.78,2.689,41.391,02/03/2019,20:13,Ewallet,53.78,4.761904762,2.689,4.7
954,373-88-1424,C,NAYPYITAW,Member,Male,Home and lifestyle,35.81,5,179.05,8.9525,41.076,02/06/2019,18:44,Ewallet,179.05,4.761904762,8.9525,7.9
955,365-16-4334,B,Mandalay,Normal,Female,Food and beverages,,8,0,,40.9605,2/24/2019,14:26,Ewallet,,4.761904762,,8.9
956,503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91,3,119.73,5.9865,40.53,2/21/2019,12:40,Ewallet,119.73,4.761904762,5.9865,9.3
957,305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,65.7,3.285,40.341,01/09/2019,18:43,Ewallet,65.7,4.761904762,3.285,4.7
958,574-80-1489,B,Mandalay,Member,Female,Food and beverages,62.85,4,251.4,12.57,38.85,2/25/2019,13:22,Ewallet,251.4,4.761904762,12.57,8.7
959,784-08-0310,C,NAYPYITAW,Member,Female,Food and beverages,21.04,4,84.16,4.208,37.6845,1/13/2019,13:58,Cash,84.16,4.761904762,4.208,7.6
960,200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91,6,395.46,19.773,37.611,02/09/2019,11:45,Cash,395.46,4.761904762,19.773,5.7
961,846-10-0341,A,Yangon,Normal,Female,Fashion accessories,42.57,7,297.99,14.8995,36.5505,01/06/2019,11:51,Cash,297.99,4.761904762,14.8995,6.8
962,577-34-7579,C,NAYPYITAW,Member,Male,Food and beverages,50.49,9,454.41,22.7205,35.3115,01/10/2019,17:16,Cash,454.41,4.761904762,22.7205,5.4
963,430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,276.12,13.806,35.196,02/07/2019,15:55,Cash,276.12,4.761904762,13.806,7.1
964,867-47-1948,C,NAYPYITAW,Normal,Female,Home and lifestyle,15.8,10,158,7.9,34.629,01/09/2019,12:07,Cash,158,4.761904762,7.9,7.8
965,384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66,9,887.94,44.397,33.936,2/19/2019,15:07,Cash,887.94,4.761904762,44.397,8.4
966,256-58-3609,C,NAYPYITAW,Member,Male,Fashion accessories,91.98,1,91.98,4.599,33.495,3/18/2019,15:29,Cash,91.98,4.761904762,4.599,9.8
967,324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89,2,41.78,2.089,33.432,02/05/2019,18:45,Cash,41.78,4.761904762,2.089,9.8
968,593-08-5916,A,Yangon,Normal,Female,Fashion accessories,15.5,1,15.5,0.775,33.3585,3/19/2019,15:23,Credit card,15.5,4.761904762,0.775,7.4
969,364-34-2972,C,NAYPYITAW,Member,Male,Electronic accessories,96.82,3,290.46,14.523,32.529,3/30/2019,20:37,Cash,290.46,4.761904762,14.523,6.7
970,794-42-3736,B,Mandalay,Normal,Male,Food and beverages,33.33,2,66.66,3.333,32.277,1/26/2019,14:41,Credit card,66.66,4.761904762,3.333,6.4
971,172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,38.27,2,76.54,3.827,32.151,03/02/2019,18:18,Credit card,76.54,4.761904762,3.827,5.8
972,558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3,9,299.7,14.985,32.1405,03/04/2019,15:27,Ewallet,299.7,4.761904762,14.985,7.2
973,195-06-0432,A,Yangon,Member,Male,Home and lifestyle,81.01,3,243.03,12.1515,31.9305,1/13/2019,12:55,Credit card,243.03,4.761904762,12.1515,9.3
974,605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8,3,47.4,2.37,31.752,3/25/2019,18:02,Cash,47.4,4.761904762,2.37,9.5
975,214-30-2776,B,Mandalay,Member,Female,Electronic accessories,34.49,5,172.45,8.6225,31.227,03/11/2019,19:44,Credit card,172.45,4.761904762,8.6225,9
976,746-04-1077,B,Mandalay,Member,Female,Food and beverages,84.63,10,846.3,42.315,30.996,01/01/2019,11:36,Credit card,846.3,4.761904762,42.315,9
977,448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,258.37,12.9185,30.408,02/10/2019,13:51,Ewallet,258.37,4.761904762,12.9185,6.7
978,452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,87.08,7,609.56,30.478,30.219,1/26/2019,15:17,Cash,609.56,4.761904762,30.478,5.5
979,531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,240.24,12.012,28.4235,02/11/2019,15:29,Cash,240.24,4.761904762,12.012,5.4
980,744-82-9138,C,NAYPYITAW,Normal,Male,Fashion accessories,86.13,2,172.26,8.613,26.796,02/07/2019,17:59,Cash,172.26,4.761904762,8.613,8.2
981,883-69-1285,B,Mandalay,Member,Male,Fashion accessories,49.92,2,99.84,4.992,26.733,03/06/2019,11:55,Credit card,99.84,4.761904762,4.992,7
982,221-25-5073,A,Yangon,Normal,Female,Food and beverages,74.66,4,298.64,14.932,26.7225,03/04/2019,10:39,Cash,298.64,4.761904762,14.932,8.5
983,518-71-6847,B,Mandalay,Member,Male,Food and beverages,26.6,6,159.6,7.98,26.5545,2/26/2019,15:10,Ewallet,159.6,4.761904762,7.98,4.9
984,156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,25.45,1,25.45,1.2725,26.25,03/10/2019,18:10,Credit card,25.45,4.761904762,1.2725,5.1
985,151-33-7434,B,Mandalay,Normal,Female,Food and beverages,67.77,1,67.77,3.3885,25.263,02/04/2019,20:43,Credit card,67.77,4.761904762,3.3885,6.5
986,728-47-9078,C,NAYPYITAW,Member,Male,Food and beverages,59.59,4,238.36,11.918,24.108,1/19/2019,12:46,Cash,238.36,4.761904762,11.918,9.8
987,809-46-1866,A,Yangon,Normal,Male,Health and beauty,58.15,4,232.6,11.63,23.751,1/23/2019,17:44,Cash,232.6,4.761904762,11.63,8.4
988,139-32-4183,A,Yangon,Member,Female,Sports and travel,97.48,9,877.32,43.866,23.499,3/14/2019,14:19,Ewallet,877.32,4.761904762,43.866,7.4
989,148-41-7930,C,NAYPYITAW,Normal,Male,Health and beauty,99.96,7,699.72,34.986,22.659,1/23/2019,10:33,Cash,699.72,4.761904762,34.986,6.1
990,189-40-5216,C,NAYPYITAW,Normal,Male,Electronic accessories,96.37,7,674.59,33.7295,22.386,01/09/2019,11:40,Cash,674.59,4.761904762,33.7295,6
991,374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71,5,318.55,15.9275,20.685,02/07/2019,19:30,Ewallet,318.55,4.761904762,15.9275,8.5
992,764-44-8999,B,Mandalay,Normal,Female,Health and beauty,14.76,2,29.52,1.476,20.1075,2/18/2019,14:42,Ewallet,29.52,4.761904762,1.476,4.3
993,552-44-5977,B,Mandalay,Member,Male,Health and beauty,62,8,496,24.8,19.2465,01/03/2019,19:08,Credit card,496,4.761904762,24.8,6.2
